id,metric_type,age_group,sex,risk_level,condition_expr,priority,text_summary_template,text_evidence_template,text_action_template,evidence_ref,notes,feedback_text
KCL_抑うつ-青年期-男-正常,KCL_抑うつ,青年期,男,正常,sum(KCL21..KCL25)==0,45,うつの評価は「正常」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,この状態を維持しましょう。 生活リズムと活動量を整え、ストレス管理を意識しましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,あなたのうつの評価は「良好」となっています。これは、フレイルチェックの各領域がフレイル関連リスクと関連し、二次予防の基準として用いられるためです。この状態を維持するためには、生活リズムや活動量を整え、ストレス管理を意識することが重要です。日常生活の中で、適度な運動や趣味の時間を取り入れることで、心身の健康を保つことができます。なお、何か不安なことがあれば、専門家に相談することをお勧めします。
KCL_抑うつ-青年期-男-注意,KCL_抑うつ,青年期,男,注意,sum(KCL21..KCL25)==1,45,うつの評価は「注意」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,小さな行動変更から始めましょう。 生活リズムと活動量を整え、ストレス管理を意識しましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,あなたのフレイルチェック評価の結果、うつのリスクレベルは「注意」とされています。これは、フレイルチェックの各領域がフレイル関連リスクと関連しており、早期の介護予防に役立つための指標として用いられるためです。まずは、小さな行動変更から始めてみましょう。生活リズムを整え、活動量を増やすこと、またストレス管理を意識することが重要です。うつ症状が続く場合は、専門家への相談を検討してください。これは診断ではありませんので、心配なことがあれば気軽に相談してくださいね。
KCL_抑うつ-青年期-男-改善要,KCL_抑うつ,青年期,男,改善要,sum(KCL21..KCL25)>=2,45,うつの評価は「改善要」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,受診・相談や専門プログラムの活用を検討してください。 生活リズムと活動量を整え、ストレス管理を意識しましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,あなたのフレイルチェックによるうつの評価は「改善要」となりました。これは、抑うつ症状が活動の低下や閉じこもり、栄養状態に影響を及ぼす可能性があるためです。今後の生活において、受診や専門プログラムの活用を検討し、生活リズムや活動量を整えることが重要です。また、ストレス管理を意識することで、心身の健康を保つ手助けになります。なお、これは診断ではありませんので、不安な場合は専門家に相談してください。
KCL_抑うつ-青年期-女-正常,KCL_抑うつ,青年期,女,正常,sum(KCL21..KCL25)==0,45,うつの評価は「正常」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,この状態を維持しましょう。 生活リズムと活動量を整え、ストレス管理を意識しましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,あなたのうつの評価は「良好」との結果が出ました。これは、フレイルチェックの各領域がフレイル関連リスクと関連しており、二次予防の基準としても重要であることを示しています。この状態を維持するためには、生活リズムや活動量を整え、ストレス管理を意識することが大切です。今後も健康を保つために、日常生活を充実させていきましょう。なお、何か不安なことがあれば、専門家に相談することをお勧めします。
KCL_抑うつ-青年期-女-注意,KCL_抑うつ,青年期,女,注意,sum(KCL21..KCL25)==1,45,うつの評価は「注意」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,小さな行動変更から始めましょう。 生活リズムと活動量を整え、ストレス管理を意識しましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,あなたのフレイルチェック評価の結果、うつの状態は「注意」とされています。これは、フレイルチェックの各項目が生活機能の低下やフレイルリスクと関連しており、早期の介入が重要であることを示しています。まずは生活リズムや活動量を整えることから始めてみましょう。また、ストレス管理にも意識を向けることが大切です。これらの小さな行動変更が、心の健康を保つ助けになります。もし不安なことがあれば、専門家に相談することをお勧めします。
KCL_抑うつ-青年期-女-改善要,KCL_抑うつ,青年期,女,改善要,sum(KCL21..KCL25)>=2,45,うつの評価は「改善要」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,受診・相談や専門プログラムの活用を検討してください。 生活リズムと活動量を整え、ストレス管理を意識しましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,あなたのフレイルチェック評価の結果、うつのリスクが「改善要」とされています。これは、抑うつ症状が活動性の低下や閉じこもり、低栄養と関連していることを示唆しています。生活機能の低下を早期に把握し、適切な支援につなげるための重要な指標ですので、専門的な相談やプログラムの活用を検討してみてください。また、生活リズムを整え、日常的な活動量を増やし、ストレス管理に意識を向けることも大切です。なお、これは診断ではありませんので、不安な場合は専門家に相談することをお勧めします。
KCL_抑うつ-壮年期-男-正常,KCL_抑うつ,壮年期,男,正常,sum(KCL21..KCL25)==0,45,うつの評価は「正常」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,この状態を維持しましょう。 定期的な運動と栄養・口腔・メンタルのセルフケアを習慣化しましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,あなたのうつの評価は「良好」となっています。これは、フレイルチェックの各領域がフレイル関連リスクと関連し、二次予防の基準として用いられるためです。この状態を維持するためには、定期的な運動や栄養、口腔、メンタルのセルフケアを習慣化することが重要です。日常生活において、これらのケアを取り入れることで、健康を保ちやすくなります。なお、心配なことがあれば、専門家に相談することをお勧めします。
KCL_抑うつ-壮年期-男-注意,KCL_抑うつ,壮年期,男,注意,sum(KCL21..KCL25)==1,45,うつの評価は「注意」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,小さな行動変更から始めましょう。 定期的な運動と栄養・口腔・メンタルのセルフケアを習慣化しましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,あなたのフレイルチェック評価の結果、うつのリスクは「注意」とされています。これは、フレイルチェックの各領域がフレイル関連リスクと関連しており、生活機能の低下を早期に把握するための重要な指標となるためです。小さな行動の変更から始め、定期的な運動や栄養、口腔、メンタルのセルフケアを習慣化することをお勧めします。これらの取り組みが、心身の健康維持に役立つでしょう。なお、継続的な不安や気になる症状がある場合は、専門家に相談することをお勧めします。
KCL_抑うつ-壮年期-男-改善要,KCL_抑うつ,壮年期,男,改善要,sum(KCL21..KCL25)>=2,45,うつの評価は「改善要」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,受診・相談や専門プログラムの活用を検討してください。 定期的な運動と栄養・口腔・メンタルのセルフケアを習慣化しましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,うつの評価は「改善要」となりました。フレイルチェックの結果から、抑うつ症状が活動性や栄養状態に影響を与える可能性があることが示唆されています。このため、専門的な相談やプログラムの活用を検討することをお勧めします。また、定期的な運動や栄養、口腔ケア、メンタルケアを日常生活に取り入れることで、心身の健康を維持することが重要です。診断ではありませんので、不安な場合はぜひ専門家に相談してください。
KCL_抑うつ-壮年期-女-正常,KCL_抑うつ,壮年期,女,正常,sum(KCL21..KCL25)==0,45,うつの評価は「正常」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,この状態を維持しましょう。 定期的な運動と栄養・口腔・メンタルのセルフケアを習慣化しましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,あなたのうつの評価は「良好」とされています。この結果は、フレイルチェックの各領域がフレイル関連リスクと関連していることを示しており、二次予防の基準としても用いられます。この状態を維持するためには、定期的な運動や栄養、口腔、メンタルのセルフケアを習慣化することが大切です。日常生活において、これらのケアを意識して取り入れることで、健康を保つことができます。診断ではありませんが、もし不安なことがあれば、専門家に相談することをおすすめします。
KCL_抑うつ-壮年期-女-注意,KCL_抑うつ,壮年期,女,注意,sum(KCL21..KCL25)==1,45,うつの評価は「注意」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,小さな行動変更から始めましょう。 定期的な運動と栄養・口腔・メンタルのセルフケアを習慣化しましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,あなたのうつの評価は「注意」となりました。この結果は、フレイルチェックの各領域がフレイル関連リスクと関連していることを示しており、生活機能の低下を早期に把握するための重要な指標です。小さな行動変更から始めることをお勧めします。定期的な運動や栄養、口腔、メンタルのセルフケアを日常生活に取り入れることで、心身の健康を維持する助けになります。なお、気になる症状が続く場合は、専門家に相談することをお勧めします。
KCL_抑うつ-壮年期-女-改善要,KCL_抑うつ,壮年期,女,改善要,sum(KCL21..KCL25)>=2,45,うつの評価は「改善要」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,受診・相談や専門プログラムの活用を検討してください。 定期的な運動と栄養・口腔・メンタルのセルフケアを習慣化しましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,あなたのフレイルチェック評価結果は「改善要」となりました。これは、抑うつに関連する項目でのスコアが一定の基準を超えていることを示しています。フレイルチェックは生活機能低下のリスクを早期に把握し、介護予防につなげるためのツールですので、今後の行動が重要です。受診や専門プログラムの活用を検討し、定期的な運動や栄養、口腔、メンタルのセルフケアを日常生活に取り入れていきましょう。なお、気になることがあれば、専門家に相談することをお勧めします。
KCL_抑うつ-前期高齢者-男-正常,KCL_抑うつ,前期高齢者,男,正常,sum(KCL21..KCL25)==0,45,うつの評価は「正常」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,この状態を維持しましょう。 運動・栄養・口腔の三本柱を意識し、外出や社会参加を増やしましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,あなたのうつの評価は「良好」となっています。これは、フレイルチェックの各領域がフレイル関連リスクと関連し、生活機能の低下を早期に把握するための指標として用いられるためです。この状態を維持するためには、運動・栄養・口腔の三本柱を意識し、外出や社会参加を増やすことが重要です。日々の活動を楽しみながら、心身の健康を保っていきましょう。なお、何か不安なことがあれば、専門家に相談することをお勧めします。
KCL_抑うつ-前期高齢者-男-注意,KCL_抑うつ,前期高齢者,男,注意,sum(KCL21..KCL25)==1,45,うつの評価は「注意」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,小さな行動変更から始めましょう。 運動・栄養・口腔の三本柱を意識し、外出や社会参加を増やしましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,あなたのフレイルチェックによるうつの評価は「注意」となりました。これは、抑うつ症状が活動性の低下や閉じこもり、低栄養と関連しているためです。生活機能の低下を防ぐためには、運動・栄養・口腔の三本柱を意識し、外出や社会参加を増やすことが重要です。小さな行動の変化から始めてみましょう。もし不安な場合は、専門家に相談することをお勧めします。
KCL_抑うつ-前期高齢者-男-改善要,KCL_抑うつ,前期高齢者,男,改善要,sum(KCL21..KCL25)>=2,45,うつの評価は「改善要」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,受診・相談や専門プログラムの活用を検討してください。 運動・栄養・口腔の三本柱を意識し、外出や社会参加を増やしましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,あなたのフレイルチェック評価の結果、うつの状態は「改善要」となりました。この評価は、フレイル関連リスクと関連しており、生活機能低下の早期把握に役立ちます。活動性の低下や閉じこもり、低栄養が相互に影響し合うことがあるため、専門的な相談を検討することが望ましいです。受診や専門プログラムの活用を考え、運動・栄養・口腔の三本柱を意識しながら、外出や社会参加を増やすことをお勧めします。なお、これは診断ではありませんので、不安な場合はぜひ相談してください。
KCL_抑うつ-前期高齢者-女-正常,KCL_抑うつ,前期高齢者,女,正常,sum(KCL21..KCL25)==0,45,うつの評価は「正常」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,この状態を維持しましょう。 運動・栄養・口腔の三本柱を意識し、外出や社会参加を増やしましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,あなたのうつの評価は「良好」となっています。これは、フレイルチェックの各領域がフレイル関連リスクと関連しており、二次予防の基準としても重要であるためです。この状態を維持するためには、運動・栄養・口腔の三本柱を意識し、外出や社会参加を増やすことが大切です。日常生活において、積極的に活動することで、心身の健康を保つことができます。なお、これは診断ではありませんので、不安な場合は専門家に相談することをお勧めします。
KCL_抑うつ-前期高齢者-女-注意,KCL_抑うつ,前期高齢者,女,注意,sum(KCL21..KCL25)==1,45,うつの評価は「注意」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,小さな行動変更から始めましょう。 運動・栄養・口腔の三本柱を意識し、外出や社会参加を増やしましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,フレイルチェックによるうつの評価は「注意」となりました。この結果は、フレイル関連リスクと関連しており、生活機能低下を早期に把握するための重要な指標です。小さな行動の変更から始めることをお勧めします。運動、栄養、口腔の三本柱を意識し、外出や社会参加を増やすことで、気分の改善につながる可能性があります。なお、うつ症状が継続する場合は、専門の相談を受けることも検討してください。これは診断ではありませんので、不安な場合はお気軽にご相談ください。
KCL_抑うつ-前期高齢者-女-改善要,KCL_抑うつ,前期高齢者,女,改善要,sum(KCL21..KCL25)>=2,45,うつの評価は「改善要」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,受診・相談や専門プログラムの活用を検討してください。 運動・栄養・口腔の三本柱を意識し、外出や社会参加を増やしましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,フレイルチェックの評価結果から、あなたのうつの状態は「改善要」とされています。これは、フレイルチェックの抑うつに関する項目がフレイル関連リスクと関連しているためです。特に、抑うつ症状は活動性の低下や閉じこもり、低栄養といった他の要因と相互に影響し合うことがありますので、継続する場合は専門的な相談を検討してください。まずは、受診や相談を行い、専門プログラムの活用を考えてみましょう。また、運動・栄養・口腔の三本柱を意識し、外出や社会参加を増やすことも重要です。日常生活をより充実させるために、積極的に行動していきましょう。なお、これは診断ではありませんので、不安な場合はぜひ相談してください。
KCL_抑うつ-後期高齢者-男-正常,KCL_抑うつ,後期高齢者,男,正常,sum(KCL21..KCL25)==0,45,うつの評価は「正常」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,この状態を維持しましょう。 無理のない範囲で継続し、地域の支援も活用しましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,うつの評価は「良好」との結果が出ました。これは、フレイルチェックの各領域がフレイル関連リスクと関連していることから、生活機能の低下を早期に把握するための指標として重要です。この状態を維持するためには、無理のない範囲で日常生活を続け、地域の支援も活用することが推奨されます。なお、何か不安な点がある場合は、専門家に相談することも大切です。
KCL_抑うつ-後期高齢者-男-注意,KCL_抑うつ,後期高齢者,男,注意,sum(KCL21..KCL25)==1,45,うつの評価は「注意」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,小さな行動変更から始めましょう。 無理のない範囲で継続し、地域の支援も活用しましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,フレイルチェックによるうつの評価は「注意」とされています。この結果は、フレイル関連リスクを把握するための重要な指標であり、生活機能の低下を早期に見つける手助けとなります。小さな行動の変更から始めることをお勧めします。無理のない範囲で継続し、地域の支援を活用することで、より良い生活を送ることができるでしょう。なお、これは診断ではありませんので、不安な場合は専門家に相談することをお勧めします。
KCL_抑うつ-後期高齢者-男-改善要,KCL_抑うつ,後期高齢者,男,改善要,sum(KCL21..KCL25)>=2,45,うつの評価は「改善要」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,受診・相談や専門プログラムの活用を検討してください。 無理のない範囲で継続し、地域の支援も活用しましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,あなたのうつの評価は「改善要」となりました。フレイルチェックの結果は、フレイル関連リスクと密接に関連しており、特に抑うつ症状は活動性の低下や閉じこもり、低栄養と相互に影響し合うことが知られています。無理のない範囲での行動を続けることが大切ですので、受診や専門プログラムの活用を検討してください。また、地域の支援を積極的に利用することもおすすめします。なお、これは診断ではありませんので、不安な場合は専門家に相談することをお勧めします。
KCL_抑うつ-後期高齢者-女-正常,KCL_抑うつ,後期高齢者,女,正常,sum(KCL21..KCL25)==0,45,うつの評価は「正常」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,この状態を維持しましょう。 無理のない範囲で継続し、地域の支援も活用しましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,フレイルチェックの評価結果によると、あなたのうつの状態は「良好」とされています。この結果は、フレイル関連リスクを早期に把握するための指標として重要であり、地域での生活機能を維持するための参考になります。この状態を維持するためには、無理のない範囲で日常生活を続け、地域の支援サービスを活用することが大切です。もし不安なことがあれば、専門家に相談することをお勧めします。引き続き健康的な生活を心がけてくださいね。
KCL_抑うつ-後期高齢者-女-注意,KCL_抑うつ,後期高齢者,女,注意,sum(KCL21..KCL25)==1,45,うつの評価は「注意」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,小さな行動変更から始めましょう。 無理のない範囲で継続し、地域の支援も活用しましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,あなたのフレイルチェック評価の結果、うつのリスクは「注意」とされています。これは、フレイルチェックの各領域がフレイル関連リスクと関連しており、早期の介護予防に役立つための指標となるからです。小さな行動の変更から始めて、無理のない範囲で継続することが大切です。また、地域の支援を活用することもおすすめします。なお、これは診断ではありませんので、不安な場合は専門家に相談してください。
KCL_抑うつ-後期高齢者-女-改善要,KCL_抑うつ,後期高齢者,女,改善要,sum(KCL21..KCL25)>=2,45,うつの評価は「改善要」です。,KCLの各領域はフレイル関連リスクと関連し、二次予防の抽出基準として用いられます。,受診・相談や専門プログラムの活用を検討してください。 無理のない範囲で継続し、地域の支援も活用しましょう。,Satake 2018（日老医誌55:319-328）,閾値や表現は運用方針に応じて調整可。,うつの評価は「改善要」となりました。フレイルチェックの結果から、抑うつ症状が見られることは、身体機能や栄養状態、社会参加などのフレイル関連リスクと関連しています。このため、早めに受診や相談を行い、専門のプログラムを活用することを検討してください。また、無理のない範囲で日常生活を続け、地域の支援も積極的に利用することが大切です。診断ではありませんが、気になることがあれば、ぜひ専門家に相談してください。
IADL-青年期-男-要改善,KCL_IADL,青年期,男,要改善,COUNT_ON_KCL(1..5) >= 3,10,{age_group}/{sex}｜IADL（#1?5）: {risk_level},根拠: IADL該当数 = COUNT_ON_KCL(1..5),家事・買い物・金銭管理などのIADLタスクを週2回から再開。家族/地域の支援導入を検討。,Satake 2018（日老医誌55:319-328）; 厚労省KCL付録,IADLはKCL#1?5。COUNT_ON_KCL(1..5)は#1?5のON数を意味するテンプレ表記。必要に応じて実装で置換。,日常生活動作の評価の結果、青年期の男性のあなたは、要改善のリスクレベルに該当しています。手段的日常生活動作の低下は、生活機能の維持において重要なサインですので、家事や買い物、金銭管理などのタスクを週に2回から再開することをお勧めします。また、家族や地域の支援を導入することも検討してみてください。これは、生活習慣や環境を整えるために役立つでしょう。診断ではありませんが、もし不安な場合は専門家に相談することをお勧めします。
IADL-青年期-男-注意,KCL_IADL,青年期,男,注意,COUNT_ON_KCL(1..5) == 1　or 2,20,{age_group}/{sex}｜IADL（#1?5）: {risk_level},根拠: IADL該当数 = COUNT_ON_KCL(1..5),生活スケジュールの固定化（買い物・調理・家計管理）。小タスク分割で再開。,同上,IADLはKCL#1?5。COUNT_ON_KCL(1..5)は#1?5のON数を意味するテンプレ表記。必要に応じて実装で置換。,日常生活動作の評価の結果、青年期の男性のあなたは、日常生活動作の評価で「注意」のリスクレベルに該当しました。この状態は、買い物や調理、家計管理などの生活スケジュールを固定化し、日常の小さなタスクに分割して再開することが重要であることを示唆しています。生活リズムを整え、活動量を意識することで、日常生活の質を向上させることが期待できます。診断ではありませんが、もし不安な場合は、専門家に相談することをお勧めします。
IADL-青年期-男-正常,KCL_IADL,青年期,男,正常,COUNT_ON_KCL(1..5) == 0,30,{age_group}/{sex}｜IADL（#1?5）: {risk_level},根拠: IADL該当数 = 0,現状維持のための週間ルーティンを継続。負荷は小刻みに追加。,同上,IADLはKCL#1?5。COUNT_ON_KCL(1..5)は#1?5のON数を意味するテンプレ表記。必要に応じて実装で置換。,日常生活動作の評価の結果、日常生活動作において正常な状態が確認されました。具体的には、該当する項目はなく、生活機能の低下リスクは見られません。この状態を維持するためには、現在の週間ルーティンを継続し、少しずつ運動や活動の負荷を増やしていくことをお勧めします。生活リズムや活動量を整え、ストレス管理にも意識を向けてください。なお、何か不安なことがあれば、専門家に相談することも大切です。
IADL-青年期-女-要改善,KCL_IADL,青年期,女,要改善,COUNT_ON_KCL(1..5) >= 3,10,{age_group}/{sex}｜IADL（#1?5）: {risk_level},根拠: IADL該当数 = COUNT_ON_KCL(1..5),必要に応じ家族/地域支援を活用し、調理・買い物・金銭管理を段階復帰。,同上,IADLはKCL#1?5。COUNT_ON_KCL(1..5)は#1?5のON数を意味するテンプレ表記。必要に応じて実装で置換。,日常生活動作の評価の結果、「要改善」との評価が出ました。これは、調理や買い物、金銭管理といった日常生活の重要な活動において、支援が必要な状態を示しています。生活習慣や環境の調整を行い、必要に応じて家族や地域の支援を活用することをお勧めします。生活リズムを整え、ストレス管理にも意識を向けることで、日常生活の質を向上させる可能性があります。なお、これは診断ではありませんので、不安な場合は専門家に相談することをお勧めします。
IADL-青年期-女-注意,KCL_IADL,青年期,女,注意,COUNT_ON_KCL(1..5) == 1　or 2,20,{age_group}/{sex}｜IADL（#1?5）: {risk_level},根拠: IADL該当数 = COUNT_ON_KCL(1..5),曜日固定の家事スケジュールとリマインダ設定。,同上,IADLはKCL#1?5。COUNT_ON_KCL(1..5)は#1?5のON数を意味するテンプレ表記。必要に応じて実装で置換。,日常生活動作の評価の結果、日常生活動作のリスクレベルは「注意」とされています。この状態は、生活機能の低下を示す重要なサインであり、早期の対策が推奨されます。具体的には、曜日を固定した家事スケジュールを設定し、リマインダーを活用することで、日常生活のリズムを整えることが効果的です。生活習慣や環境を見直し、必要に応じて家族や地域の支援を受けることも考えてみてください。なお、これは診断ではありませんので、不安な場合は専門家に相談することをお勧めします。
IADL-青年期-女-正常,KCL_IADL,青年期,女,正常,COUNT_ON_KCL(1..5) == 0,30,{age_group}/{sex}｜IADL（#1?5）: {risk_level},根拠: IADL該当数 = 0,現状維持。週次の家事計画で変動を把握。,同上,IADLはKCL#1?5。COUNT_ON_KCL(1..5)は#1?5のON数を意味するテンプレ表記。必要に応じて実装で置換。,日常生活動作の評価の結果、日常生活において特に問題は見受けられません。現状を維持するためには、週次の家事計画を立てて、生活の変動を把握することが推奨されます。生活リズムや活動量を整え、ストレス管理にも意識を向けてください。なお、これは診断ではありませんので、何か不安なことがあれば、ぜひ相談してください。
IADL-壮年期-男-要改善,KCL_IADL,壮年期,男,要改善,COUNT_ON_KCL(1..5) >= 3,10,{age_group}/{sex}｜IADL（#1?5）: {risk_level},根拠: IADL該当数 = COUNT_ON_KCL(1..5),業務負荷の見直しと家事タスクの外部化（買物宅配等）を検討。,同上,IADLはKCL#1?5。COUNT_ON_KCL(1..5)は#1?5のON数を意味するテンプレ表記。必要に応じて実装で置換。,日常生活動作の評価の結果、要改善のリスクレベルに該当しました。この状況は、生活機能の低下を示す重要なサインであり、早期の対策が求められます。業務負荷の見直しや、買い物宅配などの家事タスクの外部化を検討することをお勧めします。生活習慣や環境の調整、地域や家族からの支援も重要ですので、不安な場合はぜひ相談してください。
IADL-壮年期-男-注意,KCL_IADL,壮年期,男,注意,COUNT_ON_KCL(1..5) == 1　or 2,20,{age_group}/{sex}｜IADL（#1?5）: {risk_level},根拠: IADL該当数 = COUNT_ON_KCL(1..5),家計管理の自動化（口座引落/家計アプリ）で負担軽減。,同上,IADLはKCL#1?5。COUNT_ON_KCL(1..5)は#1?5のON数を意味するテンプレ表記。必要に応じて実装で置換。,日常生活動作の評価の結果、日常生活動作の評価において「注意」のリスクレベルに該当しました。この状態は、日常生活における買い物や食事の準備、家計管理などの活動において、少しの支援が必要なサインと考えられます。そこで、家計管理の自動化（口座引落や家計アプリの利用）を検討することで、負担を軽減し、日常生活をよりスムーズにすることが推奨されます。診断ではありませんので、不安な場合はぜひ専門家に相談してください。
IADL-壮年期-男-正常,KCL_IADL,壮年期,男,正常,COUNT_ON_KCL(1..5) == 0,30,{age_group}/{sex}｜IADL（#1?5）: {risk_level},根拠: IADL該当数 = 0,維持のため、週1のまとめ家事・買物ルーティン。,同上,IADLはKCL#1?5。COUNT_ON_KCL(1..5)は#1?5のON数を意味するテンプレ表記。必要に応じて実装で置換。,日常生活動作の評価の結果、日常生活動作においてリスクレベルが正常と判定されました。この状態を維持するためには、週に1回のまとめて家事や買い物のルーティンを取り入れることをお勧めします。これにより、生活習慣を整え、健康を保つことができます。なお、これは診断ではありませんので、何か不安な点があれば、ぜひ相談してください。
IADL-壮年期-女-要改善,KCL_IADL,壮年期,女,要改善,COUNT_ON_KCL(1..5) >= 3,10,{age_group}/{sex}｜IADL（#1?5）: {risk_level},根拠: IADL該当数 = COUNT_ON_KCL(1..5),調理・買物の支援導入、家計管理の分担/委任を検討。,同上,IADLはKCL#1?5。COUNT_ON_KCL(1..5)は#1?5のON数を意味するテンプレ表記。必要に応じて実装で置換。,日常生活動作の評価の結果、要改善のリスクレベルに該当しました。具体的には、調理や買い物、家計管理などの手段的日常生活動作の低下が見られるため、早めの対策が重要です。調理や買い物の支援を導入したり、家計管理を家族や信頼できる人に分担・委任することを検討してみてください。生活習慣や環境の調整を行うことで、より良い生活を送る手助けとなるでしょう。なお、この評価は診断ではありませんので、不安な場合は専門家に相談することをお勧めします。
IADL-壮年期-女-注意,KCL_IADL,壮年期,女,注意,COUNT_ON_KCL(1..5) == 1　or 2,20,{age_group}/{sex}｜IADL（#1?5）: {risk_level},根拠: IADL該当数 = COUNT_ON_KCL(1..5),一部タスクをタイムブロック化して再開。,同上,IADLはKCL#1?5。COUNT_ON_KCL(1..5)は#1?5のON数を意味するテンプレ表記。必要に応じて実装で置換。,日常生活動作の評価の結果、日常生活動作の評価において注意が必要な状態です。これは、生活機能の低下の兆候と考えられ、早期の対策が重要です。今後は、一部のタスクをタイムブロック化して再開することをお勧めします。これにより、生活習慣の見直しや環境調整が進む可能性があります。なお、これは診断ではありませんので、不安な場合はぜひ相談してください。
IADL-壮年期-女-正常,KCL_IADL,壮年期,女,正常,COUNT_ON_KCL(1..5) == 0,30,{age_group}/{sex}｜IADL（#1?5）: {risk_level},根拠: IADL該当数 = 0,維持のため、週次レビューで滞りを早期検知。,同上,IADLはKCL#1?5。COUNT_ON_KCL(1..5)は#1?5のON数を意味するテンプレ表記。必要に応じて実装で置換。,日常生活動作の評価の結果、日常生活動作の評価は正常とされています。この結果は、日常生活の機能が良好であることを示しています。今後もこの状態を維持するためには、週次での生活状況のレビューを行い、何か滞りがあれば早期に気づくことが大切です。生活習慣や環境の調整、周囲の支援を活用することもおすすめします。なお、これは診断ではありませんので、不安な場合は専門家に相談してください。
IADL-前期高齢者-男-要改善,KCL_IADL,前期高齢者,男,要改善,COUNT_ON_KCL(1..5) >= 3,10,{age_group}/{sex}｜IADL（#1?5）: {risk_level},根拠: IADL該当数 = COUNT_ON_KCL(1..5),訪問支援/家族支援を導入し、買物・調理・金銭管理の安全性を確保。,同上,IADLはKCL#1?5。COUNT_ON_KCL(1..5)は#1?5のON数を意味するテンプレ表記。必要に応じて実装で置換。,日常生活動作の評価の結果、日常生活動作の評価が「要改善」となりました。これは、この状態は、買い物や調理、金銭管理などの生活機能において、支援が必要なサインと考えられます。訪問支援や家族のサポートを導入し、これらの活動の安全性を確保することをお勧めします。生活習慣や環境の調整も重要ですので、不安な場合は専門家に相談してください。
